customer_key,customer_id,first_purchase_date,last_purchase_date,total_revenue_usd,total_orders,region_key,segment_key,cohort_quarter,is_subscriber,rfm_score,clv_estimated_usd
11348,CUST-011348,2021-12-04,2025-01-06,651.64,1,16,1,FY2022-Q1,True,12,916.19
11349,CUST-011349,2024-10-26,2025-11-08,2798.30,5,17,32,FY2025-Q1,False,8,11666.68
11350,CUST-011350,2025-05-06,2025-12-01,964.78,2,1,24,FY2025-Q3,False,8,2726.11
11351,CUST-011351,2023-01-23,2025-01-06,840.69,1,2,4,FY2023-Q2,False,7,1809.36
11352,CUST-011352,2025-04-06,2025-10-23,6436.98,12,15,2,FY2025-Q3,True,10,16225.36
11353,CUST-011353,2025-12-25,2025-12-26,391.69,1,5,34,FY2026-Q1,False,7,1719.71
11354,CUST-011354,2020-05-25,2024-05-08,1338.69,2,9,1,FY2020-Q3,True,12,5713.74
11355,CUST-011355,2024-09-16,2025-12-24,530.80,1,11,2,FY2024-Q4,True,10,1987.66
11356,CUST-011356,2025-01-01,2025-09-06,1813.58,8,1,1,FY2025-Q2,True,13,3946.22
11357,CUST-011357,2021-01-14,2021-11-07,1215.91,4,7,54,FY2021-Q2,False,7,4292.18
11358,CUST-011358,2024-01-21,2025-07-26,2408.92,4,7,1,FY2024-Q2,True,13,9332.84
11359,CUST-011359,2024-07-25,2025-11-08,1159.02,1,34,4,FY2024-Q4,False,6,5047.02
11360,CUST-011360,2024-04-19,2024-08-03,1920.42,6,2,49,FY2024-Q3,True,9,6162.98
11361,CUST-011361,2021-09-08,2024-05-21,198.00,2,26,52,FY2021-Q4,False,8,758.51
11362,CUST-011362,2022-07-16,2024-10-18,2318.24,3,18,2,FY2022-Q4,True,11,5641.17
11363,CUST-011363,2022-11-12,2024-11-15,1142.17,1,1,3,FY2023-Q1,True,10,3384.15
11364,CUST-011364,2025-07-27,2025-08-17,6017.78,8,7,2,FY2025-Q4,True,12,13706.12
11365,CUST-011365,2021-11-24,2024-08-12,647.87,2,6,4,FY2022-Q1,False,6,1933.34
11366,CUST-011366,2022-11-08,2024-12-05,1392.69,6,24,14,FY2023-Q1,False,7,3280.45
11367,CUST-011367,2022-04-12,2025-08-29,817.96,5,8,26,FY2022-Q3,False,7,1045.75
11368,CUST-011368,2021-11-07,2024-11-03,585.26,5,18,2,FY2022-Q1,True,10,2258.02
11369,CUST-011369,2024-11-04,2025-11-30,381.63,1,2,3,FY2025-Q1,True,8,1357.72
11370,CUST-011370,2024-04-23,2024-10-28,136.43,1,12,2,FY2024-Q3,False,10,500.23
11371,CUST-011371,2021-03-17,2025-03-24,654.44,3,8,1,FY2021-Q2,True,12,789.59
11372,CUST-011372,2023-07-02,2025-08-11,2692.72,3,19,4,FY2023-Q4,False,8,3890.76
11373,CUST-011373,2023-06-10,2025-08-07,4819.15,4,1,33,FY2023-Q3,True,8,17354.80
11374,CUST-011374,2021-05-31,2022-11-26,742.63,2,24,37,FY2021-Q3,False,8,3314.63
11375,CUST-011375,2025-02-05,2025-11-22,335.53,1,29,56,FY2025-Q2,True,9,571.80
11376,CUST-011376,2025-08-23,2025-12-17,4144.48,3,5,2,FY2025-Q4,True,10,6906.78
11377,CUST-011377,2025-01-26,2025-06-16,320.99,1,6,1,FY2025-Q2,True,13,1218.99
11378,CUST-011378,2023-11-30,2025-11-07,1019.88,4,17,2,FY2024-Q1,True,10,2060.56
11379,CUST-011379,2025-01-14,2025-06-14,637.78,2,6,1,FY2025-Q2,True,12,1587.55
11380,CUST-011380,2021-10-28,2025-05-17,1787.61,3,16,1,FY2022-Q1,True,14,7948.99
11381,CUST-011381,2025-11-07,2025-12-15,8987.72,7,14,19,FY2026-Q1,False,7,14747.34
11382,CUST-011382,2023-08-11,2025-10-17,281.29,2,13,21,FY2023-Q4,True,9,374.72
11383,CUST-011383,2023-07-30,2024-09-03,5107.09,10,12,1,FY2023-Q4,True,12,12271.20
11384,CUST-011384,2024-04-26,2025-07-31,2461.75,5,17,1,FY2024-Q3,False,13,9030.13
11385,CUST-011385,2024-07-02,2025-02-21,1099.93,2,4,2,FY2024-Q4,True,12,4856.51
11386,CUST-011386,2022-11-05,2024-06-28,42682.95,13,12,1,FY2023-Q1,True,12,120299.34
11387,CUST-011387,2024-11-12,2025-12-15,219.42,1,8,38,FY2025-Q1,True,8,782.77
11388,CUST-011388,2024-08-20,2024-11-11,3318.43,2,28,1,FY2024-Q4,True,13,6827.92
11389,CUST-011389,2025-09-16,2025-12-01,2533.97,12,6,4,FY2025-Q4,False,6,3820.86
11390,CUST-011390,2021-02-07,2025-05-19,374.40,1,5,2,FY2021-Q2,True,10,1128.00
11391,CUST-011391,2024-04-09,2025-06-25,3602.62,4,18,2,FY2024-Q3,True,11,4919.49
11392,CUST-011392,2024-01-02,2024-08-04,2254.11,2,2,3,FY2024-Q2,True,10,8673.69
11393,CUST-011393,2025-08-10,2025-10-30,249.75,2,10,1,FY2025-Q4,False,13,953.63
11394,CUST-011394,2024-09-23,2025-05-10,13302.67,23,33,19,FY2024-Q4,False,7,33320.39
11395,CUST-011395,2024-10-15,2025-12-07,3535.49,5,13,38,FY2025-Q1,False,9,5064.41
11396,CUST-011396,2025-10-05,2025-12-01,896.49,1,19,1,FY2026-Q1,False,12,1436.47
11397,CUST-011397,2023-08-18,2023-11-20,1022.65,1,8,1,FY2023-Q4,True,14,4532.30
11398,CUST-011398,2022-03-18,2023-06-08,808.62,2,16,1,FY2022-Q2,True,12,2851.00
11399,CUST-011399,2020-03-11,2025-02-01,488.97,1,5,1,FY2020-Q2,True,14,1919.36
11400,CUST-011400,2024-06-14,2025-09-13,2775.32,4,9,2,FY2024-Q3,True,10,4316.93
11401,CUST-011401,2025-03-28,2025-06-28,1077.56,2,19,18,FY2025-Q2,True,7,4567.48
11402,CUST-011402,2024-10-25,2025-08-04,1301.04,3,12,3,FY2025-Q1,True,10,5042.57
11403,CUST-011403,2024-10-29,2025-02-18,4681.34,10,18,31,FY2025-Q1,False,7,13374.15
11404,CUST-011404,2024-10-05,2025-11-04,449.96,1,7,4,FY2025-Q1,True,7,1186.84
11405,CUST-011405,2022-03-02,2024-12-06,1918.78,1,7,3,FY2022-Q2,False,8,7901.61
11406,CUST-011406,2023-09-06,2025-01-07,247.03,1,25,2,FY2023-Q4,True,12,337.20
11407,CUST-011407,2022-06-26,2024-06-11,10484.74,9,23,1,FY2022-Q3,False,14,38958.82
11408,CUST-011408,2025-06-14,2025-12-21,693.08,3,10,21,FY2025-Q3,True,7,3064.36
11409,CUST-011409,2023-11-23,2024-12-30,1457.44,4,8,53,FY2024-Q1,True,9,6263.79
11410,CUST-011410,2023-10-26,2024-11-11,592.24,1,15,1,FY2024-Q1,True,13,1563.82
11411,CUST-011411,2025-07-31,2025-11-30,611.52,1,20,1,FY2025-Q4,True,14,2361.00
11412,CUST-011412,2022-06-25,2025-02-24,3432.54,4,3,4,FY2022-Q3,False,8,6519.45
11413,CUST-011413,2025-08-25,2025-12-18,415.17,1,12,22,FY2025-Q4,False,9,1307.20
11414,CUST-011414,2022-12-06,2023-07-31,512.11,2,21,25,FY2023-Q1,True,9,1808.19
11415,CUST-011415,2023-05-11,2025-06-09,301.73,1,1,1,FY2023-Q3,True,13,620.73
11416,CUST-011416,2023-08-05,2024-10-17,880.76,1,5,7,FY2023-Q4,True,6,2125.84
11417,CUST-011417,2023-08-23,2025-08-21,2022.42,7,7,4,FY2023-Q4,False,8,7637.14
11418,CUST-011418,2023-11-23,2025-08-25,695.69,1,10,3,FY2024-Q1,True,8,1042.46
11419,CUST-011419,2021-12-29,2025-07-05,6945.75,6,16,32,FY2022-Q1,True,9,24611.47
11420,CUST-011420,2025-10-14,2025-11-13,2181.22,3,9,39,FY2026-Q1,True,9,7798.90
11421,CUST-011421,2024-06-03,2025-07-21,4213.23,9,11,46,FY2024-Q3,False,8,12659.20
11422,CUST-011422,2023-12-31,2024-07-27,4446.34,4,12,2,FY2024-Q1,True,10,18655.70
11423,CUST-011423,2021-07-23,2022-04-09,1468.26,1,10,2,FY2021-Q4,False,12,3389.10
11424,CUST-011424,2024-11-03,2025-03-30,959.07,1,14,38,FY2025-Q1,False,9,2870.99
11425,CUST-011425,2021-04-26,2025-06-07,843.03,3,3,1,FY2021-Q3,True,12,2877.17
11426,CUST-011426,2024-10-04,2025-04-09,1655.67,1,1,2,FY2025-Q1,True,10,6144.48
11427,CUST-011427,2024-11-17,2025-12-18,3065.45,1,17,1,FY2025-Q1,True,12,13461.91
11428,CUST-011428,2024-11-10,2025-01-01,683.32,1,16,3,FY2025-Q1,False,9,2056.48
11429,CUST-011429,2022-12-06,2025-05-05,2160.71,2,12,1,FY2023-Q1,True,13,9282.30
11430,CUST-011430,2023-06-14,2024-12-29,651.35,4,24,2,FY2023-Q3,False,12,2608.06
11431,CUST-011431,2020-01-05,2024-06-26,1547.78,2,7,49,FY2020-Q2,False,9,2064.90
11432,CUST-011432,2022-05-02,2025-03-19,2336.76,4,18,2,FY2022-Q3,True,12,5765.62
11433,CUST-011433,2022-08-17,2022-12-22,824.80,1,7,2,FY2022-Q4,False,10,1578.27
11434,CUST-011434,2025-07-20,2025-09-22,359.07,1,34,2,FY2025-Q4,True,10,1144.53
11435,CUST-011435,2023-05-12,2025-11-09,2678.35,10,27,1,FY2023-Q3,False,14,11734.52
11436,CUST-011436,2024-03-04,2025-09-22,3955.83,5,4,2,FY2024-Q2,True,11,9384.22
11437,CUST-011437,2025-02-14,2025-03-28,240.51,2,10,6,FY2025-Q2,False,6,764.98
11438,CUST-011438,2025-04-05,2025-12-02,3623.70,6,16,3,FY2025-Q3,False,9,10029.47
11439,CUST-011439,2025-06-03,2025-11-18,7390.70,20,28,35,FY2025-Q3,True,9,8988.46
11440,CUST-011440,2023-06-19,2025-12-14,1273.13,2,8,3,FY2023-Q3,True,9,2575.64
11441,CUST-011441,2025-05-24,2025-11-24,2519.56,7,22,1,FY2025-Q3,True,14,10772.46
11442,CUST-011442,2022-11-22,2025-09-06,1685.80,9,1,22,FY2023-Q1,False,7,6653.27
11443,CUST-011443,2025-06-15,2025-11-12,2084.45,6,17,1,FY2025-Q3,True,12,6997.32
11444,CUST-011444,2021-09-05,2024-06-13,1346.37,2,3,3,FY2021-Q4,False,10,4660.67
11445,CUST-011445,2024-10-11,2025-10-02,1429.23,6,3,51,FY2025-Q1,False,7,5421.85
11446,CUST-011446,2024-12-10,2025-08-10,2702.12,4,9,4,FY2025-Q1,True,6,9668.82
11447,CUST-011447,2023-12-04,2024-05-23,6679.10,10,7,3,FY2024-Q1,False,8,23092.33
11448,CUST-011448,2025-04-25,2025-12-21,5954.51,6,2,30,FY2025-Q3,False,7,24656.20
11449,CUST-011449,2023-09-07,2025-02-19,482.15,1,18,1,FY2023-Q4,True,14,2031.19
11450,CUST-011450,2025-08-26,2025-12-05,152.35,1,11,2,FY2025-Q4,True,12,581.51
11451,CUST-011451,2024-06-21,2025-06-06,269.93,1,27,1,FY2024-Q3,True,12,654.97
11452,CUST-011452,2022-05-08,2024-05-26,507.06,1,27,1,FY2022-Q3,True,14,1748.19
11453,CUST-011453,2024-08-23,2025-02-11,626.37,4,25,33,FY2024-Q4,True,7,2487.55
11454,CUST-011454,2023-04-14,2024-10-17,653.20,4,16,1,FY2023-Q3,True,12,1601.59
11455,CUST-011455,2024-07-29,2024-11-20,669.09,5,13,3,FY2024-Q4,True,9,2967.95
11456,CUST-011456,2025-05-24,2025-12-24,1372.10,1,19,49,FY2025-Q3,True,7,4166.09
11457,CUST-011457,2024-08-08,2025-01-27,383.98,1,22,20,FY2024-Q4,True,8,1022.31
11458,CUST-011458,2021-07-09,2025-06-16,7774.33,9,21,19,FY2021-Q4,True,9,19140.24
11459,CUST-011459,2024-10-07,2025-11-23,268.36,2,14,27,FY2025-Q1,False,8,978.41
11460,CUST-011460,2021-09-06,2022-11-24,990.05,1,27,1,FY2021-Q4,True,14,3152.83
11461,CUST-011461,2025-04-08,2025-05-25,1136.92,3,11,2,FY2025-Q3,False,12,3604.53
11462,CUST-011462,2023-02-06,2025-03-20,4641.92,4,18,3,FY2023-Q2,False,10,7272.71
11463,CUST-011463,2025-01-30,2025-07-24,168.68,1,14,1,FY2025-Q2,False,14,665.39
11464,CUST-011464,2023-04-06,2024-09-13,1360.86,2,2,1,FY2023-Q3,False,14,5431.91
11465,CUST-011465,2024-11-20,2025-02-12,3301.09,8,10,4,FY2025-Q1,True,7,8394.36
11466,CUST-011466,2025-09-02,2025-10-21,1187.19,2,14,19,FY2025-Q4,False,9,2619.75
11467,CUST-011467,2020-11-13,2025-11-29,578.65,1,11,2,FY2021-Q1,True,11,1348.08
11468,CUST-011468,2024-04-04,2025-12-09,527.81,1,3,47,FY2024-Q3,True,7,1410.60
11469,CUST-011469,2025-01-16,2025-03-14,366.72,1,13,10,FY2025-Q2,False,9,652.73
11470,CUST-011470,2023-07-06,2024-02-06,1050.41,4,9,24,FY2023-Q4,True,9,3180.69
11471,CUST-011471,2025-12-02,2025-12-05,913.98,1,14,2,FY2026-Q1,True,11,4086.79
11472,CUST-011472,2024-08-06,2025-11-22,1076.51,3,7,1,FY2024-Q4,True,12,1499.04
11473,CUST-011473,2025-01-02,2025-07-16,1917.85,3,2,26,FY2025-Q2,False,9,2758.39
11474,CUST-011474,2025-01-23,2025-02-10,11444.11,5,22,3,FY2025-Q2,True,9,45687.89
11475,CUST-011475,2021-12-27,2024-06-25,812.80,1,18,1,FY2022-Q1,True,12,3496.81
11476,CUST-011476,2020-10-01,2025-03-05,1386.13,8,1,31,FY2021-Q1,False,9,4969.88
11477,CUST-011477,2025-06-21,2025-09-17,3409.58,6,17,34,FY2025-Q3,True,8,8778.96
11478,CUST-011478,2025-11-15,2025-12-15,1318.96,4,13,28,FY2026-Q1,True,9,3516.46
11479,CUST-011479,2025-06-15,2025-10-22,689.54,2,7,3,FY2025-Q3,True,9,1123.90
11480,CUST-011480,2025-02-28,2025-07-10,555.13,3,1,1,FY2025-Q2,True,14,1029.94
11481,CUST-011481,2023-10-10,2024-10-05,967.16,2,6,3,FY2024-Q1,True,8,4066.95
11482,CUST-011482,2025-02-03,2025-03-27,1379.94,2,15,34,FY2025-Q2,False,9,3110.68
11483,CUST-011483,2024-01-06,2025-08-19,1810.63,2,7,4,FY2024-Q2,False,7,3680.19
11484,CUST-011484,2025-03-31,2025-12-10,839.62,2,25,41,FY2025-Q2,False,8,1038.21
11485,CUST-011485,2023-03-16,2023-11-09,4080.99,6,15,3,FY2023-Q2,False,8,15741.91
11486,CUST-011486,2021-02-22,2023-04-03,976.84,2,7,29,FY2021-Q2,True,8,3391.62
11487,CUST-011487,2021-07-18,2022-01-02,602.55,1,18,1,FY2021-Q4,True,14,1558.21
11488,CUST-011488,2019-12-08,2020-10-31,2404.99,8,5,1,FY2020-Q1,True,14,7599.35
11489,CUST-011489,2024-04-23,2025-10-22,1545.89,2,20,1,FY2024-Q3,True,12,6160.15
11490,CUST-011490,2025-01-29,2025-11-01,3817.78,9,21,3,FY2025-Q2,True,10,12367.86
11491,CUST-011491,2025-09-14,2025-11-15,789.15,1,14,51,FY2025-Q4,False,7,1576.79
11492,CUST-011492,2024-08-25,2025-10-04,21774.96,14,16,2,FY2024-Q4,False,12,31721.08
11493,CUST-011493,2021-06-10,2023-06-13,910.55,1,6,1,FY2021-Q3,True,13,2213.15
11494,CUST-011494,2023-06-22,2024-09-09,3130.88,3,5,1,FY2023-Q3,True,13,4018.73
11495,CUST-011495,2021-04-11,2023-11-25,1774.91,3,13,2,FY2021-Q3,True,11,3168.44
11496,CUST-011496,2023-10-18,2025-02-12,4507.72,6,12,1,FY2024-Q1,False,14,19440.68
11497,CUST-011497,2025-08-29,2025-11-18,1082.47,4,5,1,FY2025-Q4,True,13,2091.65
11498,CUST-011498,2025-04-04,2025-06-02,1315.48,5,22,1,FY2025-Q3,True,14,1825.59
11499,CUST-011499,2022-11-09,2024-10-23,2429.65,5,33,24,FY2023-Q1,False,7,9505.96
11500,CUST-011500,2022-11-21,2024-10-09,695.10,1,11,2,FY2023-Q1,True,12,1888.63
11501,CUST-011501,2025-03-15,2025-07-04,988.92,2,10,1,FY2025-Q2,False,14,3089.76
11502,CUST-011502,2025-12-16,2025-12-22,3685.14,4,17,3,FY2026-Q1,True,8,10368.39
11503,CUST-011503,2024-07-12,2025-08-24,2735.13,4,6,39,FY2024-Q4,True,9,4372.81
11504,CUST-011504,2023-07-20,2024-09-12,953.43,3,12,1,FY2023-Q4,True,14,1960.31
11505,CUST-011505,2024-09-18,2025-10-08,2720.85,3,4,33,FY2024-Q4,True,8,5776.28
11506,CUST-011506,2021-06-16,2025-08-22,1862.56,9,2,2,FY2021-Q3,True,10,3983.16
11507,CUST-011507,2023-02-16,2024-06-29,1398.94,2,15,2,FY2023-Q2,False,10,5298.08
11508,CUST-011508,2025-02-20,2025-11-29,3581.06,7,3,23,FY2025-Q2,False,9,5644.77
11509,CUST-011509,2024-02-19,2025-09-30,1207.67,4,16,45,FY2024-Q2,True,8,5034.34
11510,CUST-011510,2025-01-14,2025-12-23,543.35,2,9,2,FY2025-Q2,True,11,706.76
11511,CUST-011511,2024-02-14,2025-07-06,2440.48,3,25,3,FY2024-Q2,False,9,5394.70
11512,CUST-011512,2024-04-20,2024-05-15,6234.82,6,6,2,FY2024-Q3,True,12,8166.57
11513,CUST-011513,2022-11-05,2024-06-07,2104.33,5,11,5,FY2023-Q1,True,10,6746.68
11514,CUST-011514,2023-10-05,2025-10-10,9886.71,9,1,48,FY2024-Q1,False,9,19372.24
11515,CUST-011515,2025-08-28,2025-11-30,2354.04,7,1,1,FY2025-Q4,False,12,9095.76
11516,CUST-011516,2022-08-10,2023-01-05,1368.02,10,1,19,FY2022-Q4,True,8,2948.27
11517,CUST-011517,2025-01-07,2025-04-13,2105.78,2,15,2,FY2025-Q2,True,11,3369.51
11518,CUST-011518,2024-04-03,2025-03-03,10538.79,10,12,42,FY2024-Q3,True,9,29081.80
11519,CUST-011519,2024-12-10,2025-08-23,2698.31,3,32,1,FY2025-Q1,True,14,10512.53
11520,CUST-011520,2022-10-27,2024-08-28,3389.33,6,8,3,FY2023-Q1,True,8,14726.29
11521,CUST-011521,2024-06-09,2024-10-02,659.64,2,2,53,FY2024-Q3,False,8,1013.98
11522,CUST-011522,2024-06-04,2025-04-20,1021.98,1,3,8,FY2024-Q3,False,5,3822.65
11523,CUST-011523,2025-10-21,2025-11-04,8550.12,5,9,1,FY2026-Q1,True,14,15079.45
11524,CUST-011524,2024-02-28,2025-03-20,844.20,1,18,23,FY2024-Q2,True,9,1507.86
11525,CUST-011525,2023-07-12,2025-09-03,3366.39,6,25,7,FY2023-Q4,False,6,10661.98
11526,CUST-011526,2023-02-01,2025-01-17,996.48,4,4,26,FY2023-Q2,False,7,3506.49
11527,CUST-011527,2025-02-16,2025-07-20,1156.06,1,3,3,FY2025-Q2,True,10,4483.51
11528,CUST-011528,2025-03-14,2025-05-09,399.40,2,7,2,FY2025-Q2,True,12,1294.01
11529,CUST-011529,2025-07-25,2025-08-13,560.36,1,24,2,FY2025-Q4,True,12,687.65
11530,CUST-011530,2022-04-26,2025-04-01,3187.37,9,27,1,FY2022-Q3,False,14,4987.57
11531,CUST-011531,2021-07-07,2023-09-02,2029.27,5,11,3,FY2021-Q4,False,8,5225.41
11532,CUST-011532,2024-07-09,2025-02-17,6683.13,5,2,1,FY2024-Q4,True,13,13257.44
11533,CUST-011533,2024-10-15,2025-03-15,2947.29,7,3,1,FY2025-Q1,True,12,12123.79
11534,CUST-011534,2024-10-14,2025-08-04,2576.02,10,27,25,FY2025-Q1,True,9,3179.63
11535,CUST-011535,2024-04-01,2024-08-03,435.25,1,21,2,FY2024-Q3,True,11,1624.87
11536,CUST-011536,2021-09-22,2025-08-26,933.57,1,3,1,FY2021-Q4,False,12,3604.52
11537,CUST-011537,2025-11-19,2025-12-25,4476.05,8,3,2,FY2026-Q1,True,10,16351.36
11538,CUST-011538,2023-08-01,2025-08-13,5617.59,9,3,5,FY2023-Q4,False,8,8735.97
11539,CUST-011539,2023-11-05,2025-03-06,407.19,2,3,1,FY2024-Q1,True,14,1653.43
11540,CUST-011540,2024-02-07,2025-06-17,3023.48,4,5,44,FY2024-Q2,True,7,3859.69
11541,CUST-011541,2025-06-01,2025-09-29,1310.06,4,3,2,FY2025-Q3,True,12,4792.20
11542,CUST-011542,2023-11-27,2025-04-28,174.84,1,7,3,FY2024-Q1,True,8,742.35
11543,CUST-011543,2021-12-25,2025-08-20,2672.69,2,3,2,FY2022-Q1,True,10,4609.75
11544,CUST-011544,2021-10-10,2024-12-28,650.94,2,7,4,FY2022-Q1,False,8,1895.96
11545,CUST-011545,2022-03-11,2022-12-12,6701.38,4,4,23,FY2022-Q2,True,9,23134.84
11546,CUST-011546,2021-09-16,2025-09-13,3458.94,3,19,2,FY2021-Q4,False,11,12292.71
11547,CUST-011547,2022-09-27,2024-03-24,2732.85,6,19,16,FY2022-Q4,False,9,9804.33
11548,CUST-011548,2023-08-21,2024-07-24,2366.71,3,4,4,FY2023-Q4,True,8,8601.18
11549,CUST-011549,2020-07-27,2024-10-06,5506.61,3,7,1,FY2020-Q4,True,12,9515.43
11550,CUST-011550,2022-01-28,2023-09-28,7237.86,11,25,1,FY2022-Q2,False,13,18573.22
11551,CUST-011551,2023-06-11,2025-11-29,3543.65,7,10,2,FY2023-Q3,True,10,10688.00
11552,CUST-011552,2024-05-09,2025-08-24,3164.72,4,17,10,FY2024-Q3,False,7,5324.92
11553,CUST-011553,2023-11-20,2025-11-20,997.85,2,27,10,FY2024-Q1,False,9,3666.69
11554,CUST-011554,2023-12-31,2025-12-23,3012.83,6,18,54,FY2024-Q1,True,8,3667.23
11555,CUST-011555,2022-03-09,2023-03-14,2817.24,3,3,37,FY2022-Q2,True,7,3502.08
11556,CUST-011556,2024-12-08,2025-06-09,3008.17,2,10,2,FY2025-Q1,True,10,7740.01
11557,CUST-011557,2025-04-18,2025-12-01,415.52,2,8,3,FY2025-Q3,False,9,1763.75
11558,CUST-011558,2024-07-03,2024-08-15,3173.85,6,22,8,FY2024-Q4,True,3,9343.86
11559,CUST-011559,2022-02-27,2024-12-27,1622.41,3,9,1,FY2022-Q2,True,14,5287.02
11560,CUST-011560,2024-06-19,2024-12-22,860.47,2,8,1,FY2024-Q3,True,12,1237.42
11561,CUST-011561,2025-07-16,2025-08-16,963.88,4,28,4,FY2025-Q4,False,8,2449.50
11562,CUST-011562,2025-02-07,2025-05-16,896.06,2,21,2,FY2025-Q2,True,11,3731.85
11563,CUST-011563,2024-12-31,2025-08-22,2998.41,4,25,2,FY2025-Q1,True,12,10346.09
11564,CUST-011564,2022-08-08,2024-08-07,677.46,1,12,1,FY2022-Q4,False,14,2688.59
11565,CUST-011565,2021-08-05,2024-01-27,358.27,1,24,1,FY2021-Q4,True,12,1605.46
11566,CUST-011566,2024-06-01,2025-05-25,99.00,1,27,2,FY2024-Q3,False,10,323.24
11567,CUST-011567,2023-04-21,2023-07-11,8405.36,4,31,52,FY2023-Q3,True,9,11318.90
11568,CUST-011568,2024-03-23,2024-06-10,4383.98,7,11,3,FY2024-Q2,True,10,15231.46
11569,CUST-011569,2022-04-08,2025-08-04,394.90,1,2,49,FY2022-Q3,True,8,1279.13
11570,CUST-011570,2024-08-28,2024-10-18,2664.03,2,21,1,FY2024-Q4,True,13,10945.94
11571,CUST-011571,2021-09-05,2021-11-25,1483.49,2,6,2,FY2021-Q4,True,10,1810.91
11572,CUST-011572,2024-05-31,2025-11-19,657.34,1,13,2,FY2024-Q3,True,11,1919.94
11573,CUST-011573,2023-11-20,2025-01-11,1012.34,3,17,2,FY2024-Q1,False,12,4133.18
11574,CUST-011574,2023-10-18,2025-08-30,17199.52,11,13,2,FY2024-Q1,True,12,42446.93
11575,CUST-011575,2022-01-26,2022-12-07,4576.35,14,11,6,FY2022-Q2,True,8,7158.79
11576,CUST-011576,2024-06-14,2025-02-05,7890.85,17,27,55,FY2024-Q3,False,7,10305.75
11577,CUST-011577,2025-05-22,2025-08-02,1827.20,1,23,39,FY2025-Q3,True,9,6725.74
11578,CUST-011578,2025-10-03,2025-10-24,5135.56,6,14,42,FY2026-Q1,True,9,13808.86
11579,CUST-011579,2025-02-03,2025-12-10,1033.01,1,24,8,FY2025-Q2,False,3,2597.76
11580,CUST-011580,2025-04-23,2025-11-05,5664.15,5,4,22,FY2025-Q3,True,9,8544.47
11581,CUST-011581,2025-03-29,2025-11-10,1827.14,4,8,1,FY2025-Q2,False,14,4799.98
11582,CUST-011582,2025-02-04,2025-06-10,2295.83,2,24,42,FY2025-Q2,True,7,4430.80
11583,CUST-011583,2021-11-28,2024-08-16,610.85,2,11,1,FY2022-Q1,True,13,2194.74
11584,CUST-011584,2024-07-22,2025-03-12,6007.09,10,10,1,FY2024-Q4,True,13,24592.48
11585,CUST-011585,2024-08-06,2025-07-07,479.03,2,7,3,FY2024-Q4,False,9,1960.25
11586,CUST-011586,2024-03-24,2025-09-01,1278.49,3,20,1,FY2024-Q2,True,14,2617.17
11587,CUST-011587,2024-08-24,2024-10-05,191.40,1,9,2,FY2024-Q4,True,12,472.07
11588,CUST-011588,2025-08-08,2025-12-25,2180.97,2,6,3,FY2025-Q4,True,9,7364.37
11589,CUST-011589,2024-07-09,2025-04-30,1734.14,4,1,7,FY2024-Q4,False,7,4429.72
11590,CUST-011590,2021-04-01,2023-01-14,1015.00,3,20,3,FY2021-Q3,True,10,2096.27
11591,CUST-011591,2021-10-11,2025-09-21,394.38,2,27,2,FY2022-Q1,True,10,1340.97
11592,CUST-011592,2021-08-16,2023-03-30,3234.12,11,7,1,FY2021-Q4,True,13,12379.24
11593,CUST-011593,2024-04-08,2024-11-20,1882.94,1,9,3,FY2024-Q3,True,9,3684.59
11594,CUST-011594,2022-08-12,2024-06-08,6749.21,12,11,3,FY2022-Q4,True,9,13604.80
11595,CUST-011595,2024-03-23,2025-03-07,399.44,3,9,3,FY2024-Q2,False,9,655.06
11596,CUST-011596,2022-10-07,2024-11-14,1788.22,5,4,26,FY2023-Q1,True,7,4393.15
11597,CUST-011597,2023-05-02,2025-04-06,531.75,1,17,2,FY2023-Q3,True,11,650.47
11598,CUST-011598,2023-05-14,2025-07-09,811.37,2,1,1,FY2023-Q3,True,13,3071.16
11599,CUST-011599,2020-12-07,2023-11-05,447.42,1,5,1,FY2021-Q1,True,14,1524.57
11600,CUST-011600,2025-01-20,2025-12-25,1735.71,2,5,5,FY2025-Q2,True,9,6367.78
11601,CUST-011601,2022-02-04,2023-11-01,5767.29,11,7,3,FY2022-Q2,True,8,7831.19
11602,CUST-011602,2022-05-05,2023-06-26,5535.83,5,8,1,FY2022-Q3,True,13,9297.18
11603,CUST-011603,2023-11-10,2024-09-01,1691.09,4,3,54,FY2024-Q1,True,8,4998.60
11604,CUST-011604,2022-06-14,2024-02-02,604.15,3,5,1,FY2022-Q3,True,12,1146.67
11605,CUST-011605,2025-11-10,2025-11-19,9563.02,6,11,1,FY2026-Q1,True,12,29634.72
11606,CUST-011606,2020-06-09,2023-03-29,6090.61,4,28,43,FY2020-Q3,False,9,21278.58
11607,CUST-011607,2024-08-23,2025-02-20,1532.17,5,8,13,FY2024-Q4,False,8,3815.48
11608,CUST-011608,2022-06-24,2024-03-28,3106.45,2,18,5,FY2022-Q3,False,8,13693.23
11609,CUST-011609,2025-11-07,2025-12-19,2349.06,2,5,1,FY2026-Q1,True,13,4971.59
11610,CUST-011610,2024-12-08,2025-11-25,539.08,1,6,1,FY2025-Q1,False,14,1146.63
11611,CUST-011611,2023-11-20,2025-06-01,1726.14,2,8,2,FY2024-Q1,False,11,6001.86
